"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"18","PLEKHA6",286.403206144969,1.34608579974457,0.213491091744158,6.30511460102366,2.87980734148773e-10,3.43289034035012e-07,"none"
"19","GOLT1A",47.7445358312729,1.84951214594803,0.295102723041764,6.26735032087886,3.67243338305397e-10,3.93997015500945e-07,"up"
"20","SYBU",63.9684934430097,1.79293256966801,0.285818397792494,6.27297816905996,3.54206587141765e-10,3.93997015500945e-07,"up"
"21","DNAH3",455.313809294346,1.438120933148,0.232733538534147,6.17925951801311,6.44029537940617e-10,6.0082355633008e-07,"none"
"22","LIMS1",1892.53818940704,-0.619143745688135,0.101560219350039,-6.09632146967097,1.08537039924778e-09,9.31551706266386e-07,"none"
"23","DHRS9",53.1882186185226,2.87335759685229,0.4731234448615,6.07316679834672,1.25412068732042e-09,1.01358164747846e-06,"up"
"24","SLC2A6",252.887861733124,1.11380253691233,0.1834790123503,6.0704628973359,1.27542081753826e-09,1.01358164747846e-06,"none"
"25","PI4K2B",804.430372678049,-0.694340946896055,0.115145458335921,-6.03012013613609,1.63837839852883e-09,1.25552447490118e-06,"none"
"26","ITGB6",4154.19048614851,-0.755415521218033,0.125491701571146,-6.01964521765419,1.74799774837585e-09,1.29333750644485e-06,"none"
"27","CLDN4",7495.13759955702,0.790104131568035,0.133491665311127,5.91875252830616,3.24392635044038e-09,2.32016425671331e-06,"none"
